name,date,text,stars,answer,load_time,city,id
Бермет Абдырашитова,2024-04-10 15:01:46,"Сотрудники не профессиональны, на вопросы отвечали грубо, издевательски, ехидно (у входа сидели двое,одна маленькая,вторая высокая с длинными волосами)
Мне пришлось ехать для решения вопроса в метро Аннино,(Ближе отделение не было)там решили вопрос и объяснили очень вежливо.",1,"Здравствуйте! 
Напишите, пожалуйста, на нашу почту smm@alfabank.ru ваши ФИО, дату рождения и дату обращения в отделение. Прикрепите скриншот отзыва. 
Проверим работу сотрудников.",,Москва,1153767635
Фая Лаврентьева,2024-04-02 14:51:57,"Была тут несколько раз и всегда все топ. Карту не просто выдадут, а еще и про функционал расскажут, объяснят как в приложении все отображается. Кайф)",5,,,Москва,1153767635
Жанна Рахимова,2024-04-12 13:47:42,"На днях была в отделении, приехала кредитку забрать. Была небольшая очередь, но сотрудники работали быстро и долго ждать не пришлось. Кредитку выдали быстро, без каких-либо вопросов",5,,,Москва,1153767635
Альбина Фазылова,2023-10-23 11:39:53,"Сколько раз уже убеждалась, что в Альфа банке работают профессионалы. Всегда приветливы, готовы помочь, разъяснить. Начиталась всяких статей и зашла как то узнать о возможных скрытых комиссиях по кредитным картам. Менеджер меня успокоила, объяснила что в их банке условия по кредитным картам прозрачны и не имеют подводных камней",5,,,Москва,1153767635
Яна,2023-09-27 10:16:14,Замечательное обслуживание! Профессиональные сотрудники! Очень внимательные! Огромное спасибо Гавраевой Натали и Макаовой Залине! Очень приятные впечатления о посещении банка!,5,,,Москва,1153767635
А,2023-06-08 09:29:42,"Хочу выразить огромную благодарность и спасибо Главному менеджеру Банка Синкевич Елене !Прекрасное обслуживание , высокий профессионализм, компетентность, чуткость и внимательность!",5,,,Москва,1153767635
Шутка Белова,2023-09-04 12:09:12,Хочу поблагодарить всегда вежливый персонал за быстрое и понятное для клиентов обслуживание. Никакого навязывания и подводных камней. Именно за честность и люблю Альфа-банк),5,,,Москва,1153767635
Екатерина Радзецкая,2023-11-18 14:27:31,"Ужасное отделение,начиная с администратора который встречает при входе с недовольным лицом будто к ней домой пришли,через час только подошли к нам с решением вопроса который в течении 2 часов так и не решили,поломанные диваны!Ужас 😡",1,"Екатерина, здравствуйте!
Извините за ситуацию. Хотим во всём разобраться. Напишите на smm@alfabank.ru ваше ФИО, дату рождения, когда и с каким вопросом обращались. 
В теме укажите: Я.Карты. Екатерина Радзецкая. Жалоба.",,Москва,1153767635
рита галимова,2023-08-31 21:35:08,"Просто зашла получить «альфа-стикер»
Для этого потребовался мой паспорт , я его предоставила , сотрудник попросил снять очки , 3 раза подряд … ( Все не мог понять я это или нет) После моей фразы , что фото на паспорте было сделано 10 лет назад , он ответил : « Не мог запомнить вы же все азиаты на одно лицо!» 
 Не ясно , как связан мой документ, мой внешний вид с его ассоциациями с людьми не славянской внешности и что помешало ему с первого раза просто выполнять свою работу ! К чему были эти комментарии по поводу моей национальной принадлежности ????? 
Кстати (тот самый сотрудник )ГЛАВНЫЙ МЕНЕДЖЕР Варваровский Александр Ражиевич не забыл вручить мне свою визитку ! ( Наверное только это было выполнено в тот рабочий день по чек-листу общения с клиентами ) 
 Уверенна, что у такой известной компании, как Альфа-банк - есть корпоративное обучение для сотрудников ,где им объясняют , как нужно общаться с клиентами ( ЛЮДЬМИ) ! 
Просто один такой случай портит все впечатление об организации , хотя возможно руководство даже не в курсе , что и как говорят их сотрудники клиентам ( людям )",1,"Здравствуйте!

Удивлены прочитанным. Хотим проверить работу сотрудника и принять меры, чтобы подобная ситуация не повторялась в будущем. Отправьте, пожалуйста, письмо на smm@alfabank.ru В теме укажите ссылку на ваш отзыв, а в самом письме напишите ФИО и дату рождения, а также скриншот отзыва и дату обращения.",,Москва,1153767635
Ольга Иванченко,2024-02-19 12:34:38,"Вклад по максимальной ставке в Альфа банке является самым выгодным предложением чтобы не только сохранить свои сбережения, но и получить неплохой доход, который несомненно не будет лишним.",5,,,Москва,1153767635
Александра Kокорева,2023-07-03 17:49:27,"Хочу выразить огромную благодарность банку и сотрудникам, в частности - Рази. Прекрасное обслуживание. Сотрудник был очень доброжелателен, вежлив и красив. Помог ответить на все мои вопросы и решить все мои проблемы.",5,,,Москва,1153767635
Sujet,2023-08-29 15:34:22,"Отделение не соответствует масштабу банка, напоминает апендицит. Три банкомата дверь в узкий коридор, очереди. Если хочешь можешь спросить у человека у двери, то ли рецепция то ли консультант, мне лично рассказывали про карту с двумя сроками безпроцентов, я пытался узнать откуда проценты, как они посчитаны исходя из ставок, ответили что это узнать нельзя так как считает программа, и челлвеческой математике это не подчиняется, сколько написали столько и платите. Вот уровень образования сотрудников!",3,"Здравствуйте!
Спасибо за обратную связь и отзыв.
Да, посчитать проценты самостоятельно не просто, но возможно. Нужно знать долг по карте в каждый из дней льготного периода, чтобы посчитать % за этот день, потом все суммы процентов сложить. Такие расчёты мы не делаем.",,Москва,1153767635
Лариса Бабенко,2024-04-12 11:30:17,Отделение Альфа-банка порадовало своей чистотой и аккуратностью. Была удивлена скоростью и эффективностью банкомата. Просторное помещение позволяет провести время и осуществить необходимые операции без стресса. Рекомендую всем посетить это отделение.,5,,,Москва,1153767635
Айнур Ялсин,2023-10-16 18:08:55,Однажды мне понадобилась помощь со снятием наличных в офисе Альфа-Банка. Доброжелательный сотрудник помог мне быстро и без проблем получить нужную сумму. Всегда приятно сталкиваться с хорошим качеством обслуживания!,5,,,Москва,1153767635
Тася,2023-10-22 15:03:10,"Отец оформи ипотеку под строительство дома. Земельный участок был куплен давно, но все никак не доходили руки всерьез заняться строительством. Но время, видимо, пришло и он обратился в Альфа банк. Как у ИП с десятилетним стажем никаких трудностей с документами не возникало, даже справок не потребовали. Нужны были только три созаемщика.",5,,,Москва,1153767635
Диана Рамазян,2023-06-10 14:45:44,"Такого обслуживания я еще не встречала!!! Всегда сотрудники Альфа банка меня радовали своей клиентоориентированностью, но данное отделение поразило меня хамским отношением и не желанием помочь. Сотрудник никак не помог в вопросе, который мне надо было решить, а так же не был готов помочь или подсказать, что я могу сделать. Сотрудники отделения неграмотные и не являются специалистами. Если у кого-то сложные ситуации, где понадобиться углубляться в решением вопроса, не советую посещать данное отделения Альфа- банка.",1,"Здравствуйте, Диана.
Извините, не хотели вас расстраивать 😔

Будем благодарны, если расскажете подробнее о произошедшем. Ответ можете направить на нашу почту smm@alfabank.ru. В письме укажите ваши ФИО и дату рождения, когда и в какой офис обращались, ФИО сотрудника, а также прикрепите ссылку на этот комментарий.",,Москва,1153767635
ИВАН И АЛИСА Алиев,2023-10-03 07:57:50,"Залина ведущий менеджер просто супер! Быстро, качественно, доброжелательно относится ко всем вопросам! Аветик руководитель офиса 👍🏻👍🏻👍🏻👍🏻",5,,,Москва,1153767635
mnsterbot m.,2023-04-08 13:46:31,"Получал зарплатную карту в данном отделение. Данную операцию провели очень быстро, качественно и с комфортом. Сотрудники общались вежливо и отвечали на все возникшие вопросы. В целом сервис хороший, буду сотрудничать дальше.",5,,,Москва,1153767635
Наталия Кузнецова,2023-10-01 08:00:59,"Безобразная и абсолютно непрофессиональная работа сотрудника при входе в отделение! Меня в само отделение не пустили, предложили консультацию около дверей. Однако не все вопросы в банке можно решать при наличии вокруг тебя живой очереди. Хорошо, что рядом есть отделения других банков и там гораздо приветливее и профессиональнее ведут себя сотрудники. А хвалебные отзывы на данное отделение Альфа банка вызывают сомнения.",1,"Здравствуйте, Наталия.
Удивлены прочитанному, так как это не похоже на нас.
Мы пускаем всех клиентов, можем отказать в обслуживании только в исключительных случаях.
Однако, мы проведём полную проверку и постараемся во всём разобраться. Извините.",,Москва,1153767635
Анна Ильченко,2023-06-13 17:52:07,"Хочу поблагодарить менеджера Алиеву Сакину за внимательное отношение и клиентоориентированность! Очень операттвно, отреагировала на запрос и предпринчла меры. Рада что вопрос решился быстро, спасибо.",5,,,Москва,1153767635
рената тахаутдинова,2023-02-16 07:35:20,"Зашла в офис банка получить подробную информацию по вкладам. Офис уютный, чистый, светлый. Доброжелательные и приветливые работники. Менеджер доходчиво объяснила, и мы быстро оформили вклад.",5,,,Москва,1153767635
Даша алиева,2023-01-11 18:30:11,"Все очень замечательно, персонал вежливый и внимательный, сотрудники банка всегда помогут решить любой вопрос. В целом, это банк для тех, кто хочет получить все и сразу, не прилагая особых усилий",5,,,Москва,1153767635
Виктория Р.,2023-09-02 07:25:04,"Очень довольна компетентностью и скоростью обслуживания. Вежливо, внимательно и профессионально! Благодарю сотрудника Мамедову Самиру",5,,,Москва,1153767635
Elen Chilingaryan,2023-08-28 08:51:53,Хочу выразить огромную благодарность сотрудникам этого банка за оперативность и коммуникабельность. Ребята очень быстро решили мою проблему. Буду рекомендовать данное отделение!!,5,,,Москва,1153767635
Владислав Семенов,2023-08-28 05:26:42,"Всё круто. Альфа-Банк меня выручает уже не в первый раз кредитом, брал 5 лет назад, закрыл за 2 года. Сейчас понадобилась тоже сумма и снова обратился сюда. Могу сказать, что самый прозрачный, надежный и выгодный в этом плане банк.",5,,,Москва,1153767635
Александр Лекутский,2023-09-19 18:04:06,"Альфа-Банк терпеть не могу! Карты, кредиты навыдавали, что теперь в отделении часы просидишь. Потому как твой вопрос может решить только ""высокий человек"". Остальные не имеют полномочий для получения информации из компа! Вот и сидишь ждёшь этого авторитета. 
Мы с женой сидели 1,5 часа и четыре человека не могли решать наш вопрос по отказу от страховки! Такие дела",5,,,Москва,1153767635
She К.,2023-08-28 08:36:30,"Отличный персонал, все сотрудники очень отзывчивые, помогли с решением проблемы!
Однозначно рекомендую это отделение!",5,,,Москва,1153767635
Kirill D.,2023-09-05 08:26:01,"Не смог закинуть деньги на счёт, пробовал в 3ех разных банкоматах, физически карты не было, функция nfc не работает на банкоматах. Операции без карты->пополнение счета тоже не сработало. Банкомат меня распознал но деньги не принял(выдал ошибку ""транзакция отменена банком выдавшим карту"" - то есть Альфа банком), в отделении мне не смогли помочь, оказывается что виртуальная карта не заменяет физическую при пополнении счета\карты через банкомат, будьте внимательны!",1,"Здравствуйте, Кирилл.

В банкоматах действительно нет технической возможности внесения без карты. Можно приложить пластик карты к ридеру — в таком случае можно внести наличные.",,Москва,1153767635
Зара Магомедова,2023-07-25 22:16:57,"Не банк,а балаган.
Пришла с проблемой.Не проходила оплата по QR коду(именно Альфы),стояла у входа 10 мин ждала пока девушка Самира договорит по телефону,спустя 10 мин мне говорят пройдите дальше и найдите свободного специалиста и он вам поможет🤦‍♀️
Окей,прошла,нашла ""СПЕЦИАЛИСТА"" если его так можно было назвать.Обьяснила проблему,он мне показал где находиться QR код в приложении Альфа банка и все ушел🤣.
Ребята, где находиться QR я знаю,причина была в том что оплата не проходила.
В итоге я просто развернулась и ушла.",1,"Здравствуйте!
Грустно, что вы столкнулись с негативным опытом обслуживания.
Обычно мы всегда стараемся помогать решить любую проблему, но видимо, что-то пошло не так.
Если вопрос ещё актуален, то напишите нам на smm@alfabank.ru ваши ФИО, дату рождения и прикрепите ссылку на отзыв. Постараемся помочь во всём разобраться.",,Москва,1153767635
Ольга,2024-03-14 12:20:54,"Очень нравится банк! Удобное приложение, за оплату с альфа карты приходят деньги, а не бонусы. В общем все для людей",5,,,Москва,1153767635
влад в.,2023-10-25 06:04:17,"Хотел оформить кредитную карту. Не знал, в какой банк лучше обратиться. Друг посоветовал Альфу. Ни разу еще пожалел. Условия меня полностью устраивают, начиная от бесплатного обслуживания в первый год до классного кэша.",5,,,Москва,1153767635
Elena K,2023-09-28 16:37:20,"28.09.23 вечером в 1окне Помогли со всеми вопросами-обновление паспортных данных, закрытие счетов, подсказали когда когда и кем открылись счета на мое имя, я этого не знала, что работодатель выплачивал зп в один банк и втихоря открыл счет в другом… помогли разобраться в приложении и проконсультировали по вкладу. Всё это за 15 минут😃 до этого я обращалась в филиал в железнодорожном где провела 2 часа и вопрос не решили. В один из разов была очередь, я ушла не дожидавшись пока вызовут. В чертановском отделении понравилось, что оперативно решают вопросы. Видимо, все специалисты тут умницы🌹",5,,,Москва,1153767635
Максим Чадов,2023-03-08 10:47:49,"Тесно. Места мало. Персонал вообще не понимает зачем туда люди приходят. Постоянно переспрашивают и перекрикиваются друг с другом, как на рынке. Кулер есть, но стакан там один на всех. Больше брать не разрешают.
Банкоматы работают по очереди, денег постоянно нет. Если успел с утра снять, то день удался. После 10 утра там пусто. В течении дня пусто. Вечером пусто. И это банк возле метро.",3,,,Москва,1153767635
Анастасия,2024-02-16 11:43:56,"Очень маленькое отделение. Нет туалета для посетителей. Проблема с парковкой, в том числе для инвалидов.",4,"Здравствуйте, Анастасия.

Стараемся делать всё от нас зависящее, чтобы сделать расположение офисов удобнее.",,Москва,1153767635
Дмитрий Komardin,2023-07-12 10:51:45,"Не отделение, а филиал цирка!!! Карту сделали на девичью фамилию жены, не отдали и попросили свидетельство о смене фамилии (а свидетельство о смене фамилии вообще это как, когда женщина выходит замуж) , при этом паспорт изучали как нигде... Ау! В заявке все чётко прописано, куда смотрим? Другой сотрудник постоянно держал трубку телефона у уха и не обращал на нас никакого внимания... Мою карту так вообще потеряли, хотя уведомление о готовности было 5 дней назад. Вообще отношение хамское... Люди толкают я в узком зале... Я такого ни в одном банке не встречал.",1,"Здравствуйте, Дмитрий!

Жаль, что у вас сложилось такое мнение. Напишите нам на smm@alfabank.ru все подробности. В письме укажите ФИО, дату рождения и приложите скриншот отзыва. Всё проверим и постараемся вам помочь.",,Москва,1153767635
Михаил Головин,2023-07-17 10:57:56,"Каким-то непонятным образом в мобильном приложении оказался паспорт совершенно другого человека. На горячей линии отправили в отделение банка для решения этой проблемы. В отделении на Чертановской просто отказались что-либо делать, ни стали ни паспорт менять, ни счёт закрывать. Пойдите туда, не знаю куда, принесите то, не знаю что. Пока бегать и искать какие-то непонятные справки, которые просили сотрудники отделения, *** получается могут делать в приложении что хотят. За то в отделении на Третьяковской, в субботу, ребята без лишних слов поменяли паспорт и закрыли все счета.",1,"Здравствуйте, Михаил. 
Простите за эту ситуацию, такое не похоже на нас. Разберёмся в работе коллег и постараемся не допускать подобного.",,Москва,1153767635
KIROCHKIN SERGEY,2024-01-22 14:26:14,"К персоналу вопросов нет,но вот диваны для ожидания что то с чем то,чуть спину не сломал садясь ,будьте осторожнее",3,"Здравствуйте, Сергей!
Спасибо за обратную связь, постараемся исправиться 👌",,Москва,1153767635
Sergey Kvyatkovskiy,2023-07-14 12:26:31,"Не знаю как на счёт физ. лиц, но что касается обслуживания юриков - этот ниже всякой критики. Пытался застать сотрудников 3 раза и ни разу (в рабочее время!!!!!) их не было на месте. Это просто зашквар, какой-то флешбек в советскую сберкассу с хамоватым кассиром. Ни ногой туда больше",1,"Здравствуйте, Сергей.

Жаль, что сложилось такое впечатления. В этом офисе обслуживаем физических лиц и премиальных клиентов. Найти офисы для обслуживания юридических лиц можно на сайте, выбрав соответствующий фильтр: alfabank.ru/office/map/.",,Москва,1153767635
Marat Y.,2024-01-11 11:03:55,"Комиссия за снятие наличных в кассе (!), невозможно получить собственные деньги, не став клиентом банка. Очень шокирован, что это вообще законно.",1,"Здравствуйте, Марат! 
Комиссию списываем согласно нашим тарифам.",,Москва,1153767635
Олеся Жиркова,2023-03-25 10:40:22,"Брала здесь кредит, сумма небольшая. Понравилось обслуживание, персонал вежливый, все подробно объяснили.
Получилось даже раньше закрыть кредит, что стало мне выгодно
Условия не хуже других банков",5,,,Москва,1153767635
Сергей Сергеев,2023-08-17 12:09:14,"Сотрудник на приёме клиентов Самира, невозмутимая и чрезвычайно доброжелательная девушка. Все вопросы решает быстро и квалифицированно. Респект!",5,,,Москва,1153767635
Светлана Л.,2023-03-11 12:22:45,"Замечательный уровень обслуживания в альфа. С каким бы вопросом к ним не приходила, всегда уходила с подробным ответом и решенной проблемой. Чистое, светлое и современное отделение, а главное вежливые и компетентные сотрудники.",5,,,Москва,1153767635
Наталья Николаевна Терехова,2023-09-04 14:48:46,"Выражаю огромную благодарность за помощь, поддержку и высокий профессионализм премиум- менеджеру Алиевой Сакине Интигамовне. Прошу поощрить материально!))",5,,,Москва,1153767635
Ирина,2023-01-30 11:39:12,"Некомпетентные сотрудники. Не желают работать, все скидывают на самого клиента, отправляют в приложение, которого нет и не обязано быть. Всячески пытались отправить в головное отделение банка для решения проблемы, которую, после настоятельного прессига с нашей строны сотрудники соблаговолили (спустились с Олимпа?))) решить в конечном итоге за пару (!) минут. Плюс, на ресепшене хамовытый (царственная особа, смотрящая на всех свысока) сотрудник Юрий Дивеев, котрого явно не учили работать с клиентами (или учили? Просто у Альфа все так плохо?))) Для чего здесь работают люди, за что им платят??? Когда-то я была зарплатным клиентом, хороший был банк. Что с вами случилось? Кассы, кстати, в отделении нет, с наличкой не работают. Через два месяца полного закрытия кред.карты, втюхали какие-то проценты. Не думала, что это скажу, но, ребята, поучитесь работать у Сбера!",1,"Здравствуйте, Ирина!
Напишите, пожалуйста, нам на почту smm@alfabank.ru 
Напишите ваше ФИО, дату рождения и когда обращались в отделение, прикрепите ссылку на отзыв. Хотим всё проверить и разобраться.",,Москва,1153767635
Елена Денисова,2023-04-21 14:58:35,"Ужасно! Балаган, а не отделение. Пришла узнать про условия кредитной карте, на входе сотрудник пытался меня проконсультировать, одновременно сосредоточенно грызя свои заусеницы, фу! При этом зачем-то пытался придвинуться ко мне ближе, хотя, мне кажется, сотрудники, которые работают с клиентами, должны знать о личном пространстве человека. На следующий день уже операционист консультировал меня по кредитной карте, из консультации я поняла, что сотрудник не знает условий, размещенных на сайте. А я ждала от него уточнений по некоторым вопросам условий. В итоге предложил мне распечатать условия, но не смог их найти в компьютере! Всё, занавес. Балаган закончен!",1,"Здравствуйте, Елена!
Спасибо, что рассказали о случившимся. Обязательно проведём проверку и примем необходимые меры к сотрудникам.",,Москва,1153767635
Мудрая Сова,2023-09-26 12:19:18,"Обслуживание юр лиц ужасное . Хотя что удивляться - альфа банк для юр лиц в офисах банка всегда был плохой . Талон сам человек взять не может ,сначала надо отстоять очередь к сотруднику за талоном , потом еще одна очередь к оператору . Ни кто ни куда не торопится .",3,"Здравствуйте.
Очень жаль, что вы столкнулись с неоднозначным опытом.
Со своей стороны гарантируем, что проработаем ваши замечания и постараемся исправиться. Извините.",,Москва,1153767635
Руся Максимова,2023-12-14 15:21:56,"Очень маленькое помещение, большая очередь, на всех очередников даже не хватило сидящих мест",3,"Здравствуйте!
Иногда действительно можем обслуживать дольше, в периоды большой нагрузки. Простите за такой опыт, всегда стараемся помогать клиентам в моменте. 
Учтём ваше замечания и будем работать над этим.",,Москва,1153767635
Irina,2024-01-25 08:16:23,"Очереди ! Испортился сервис! Чтобы скачать приложение, надо отстоять очередь, как в мавзолей!!( офис на Чертановской",1,"Здравствуйте!
Мы стремимся к тому, чтобы обслуживание было максимально комфортным и быстрым. Но из-за большой нагрузки время ожидания может быть больше обычного. Извините, что заставили ждать.",,Москва,1153767635
Анна Гасанян,2023-02-12 15:58:14,"Отделение выше всяких похвал! Сотрудники очень доброжелательны и внимательны, есть возможность оплатить коммунальные услуги, есть банкомат. Короче всё, что только может понадобиться в банке) 
Спасибо вам за работу!",5,,,Москва,1153767635
Ольга Бельская,2023-03-29 15:52:35,"Сакина, огромное спасибо, что помогли решить вопрос с инвестициями. Благодарна вам от всей души за доброжелательную, быструю, компетентную работу.",5,,,Москва,1153767635
Ситара Махмудова,2023-10-11 14:21:19,"Замечательный сотрудник, благодарю за помощь Артема , очень крутой и коммуникабельный!",5,,,Москва,1153767635
Дмитрий Костюк,2023-01-17 14:53:15,Был в этом банке на прошлой неделе. В первый раз в жизни решил обратиться в отделение банка. И я был приятно удивлен! Я попал в очень хороший и комфортный офис. Мне помогли с оформлением документов и выдали карту. Очень вежливо и с улыбкой со мной общались. Теперь обязательно буду обращаться сюда!,5,,,Москва,1153767635
ирина тихомирова,2023-04-11 08:17:28,"Отличное отделение, очень быстро работают, решили мои вопросы очень быстро, вежливо и с пониманием, искали лучшие предложения для меня",5,,,Москва,1153767635
Николай Чёрный,2022-09-19 11:21:41,"Очень удобное расположение отделения, приветливые менеджеры всегда придут на помощь, круглосуточные банкоматы. Но есть и минусы, отделение не работает с некоторыми видами услуг для фзл и юрл.",4,,,Москва,1153767635
Хасян,2023-10-19 19:16:01,"Хорошее отделение, отзывчивые сотрудники, быстро установили приложение банка на телефон, короче супер, молодцы",5,,,Москва,1153767635
Мария Мельникова,2024-04-11 17:31:50,Быстрое и четкое обслуживание физ лиц по вопросам внесения изменений данных и выдачи новой карты,5,,,Москва,1153767635
Диана Овсепян,2023-08-28 10:36:13,Очень компетентные сотрудники. Быстро сориентировали и помогли решить мои вопросы. Рекомендую это отделение всем!,5,,,Москва,1153767635
Борис Пан,2023-07-07 15:14:17,"Сегодня был в офисе. Встретил мужчина, сказал, что он старший.
 На вопрос о карте дебетовой Х5 ничего не смог пояснить. Посоветовал позвонить по городскому ""Бесплатному"" телефону, указанному на банкомате.
 Ему даже невдомек, что номер, который начинается с кода 495, тарифицируется 2 руб в минуту!",2,"Здравствуйте, Борис! Удивлены прочитанным, поскольку это сильно отличается от наших стандартов. Простите за такой опыт. Для нас не норма, когда сотрудник не может помочь клиенту здесь и сейчас. Стараемся это исправить. У нас, как и во всех компаниях могут быть неопытные сотрудники, обучаем их эффективно, проводим тренинги внутри банка, а также приглашаем тренеров из вне. Иногда бывают вопросы в новинку, но со временем они познают процесс, учатся быстро. Сообщите ваши данные нам: smm@alfabank.ru с указанием адреса офиса, дату и время посещения. Передадим информацию руководству про этот случай. В теме укажите: Жалоба. Яндекс. Борис Пан и приложите скриншот отзыва. Разберёмся 🙌🏼",,Москва,1153767635
Артем П.,2023-09-15 15:32:23,"Отличное обслуживание Папян Аветик, грамотный , приятный, и доходчивый человек !",5,,,Москва,1153767635
исмаил исмаилов,2023-09-16 13:54:16,"Честно говоря , отдел конечно так себе, в субботу пришёл в 16:30, просидел 20 минут , мне сказали , что вопрос решить можно только в пн. Так себе отношения, конечно…. Винить сотрудников не вариант, сидят тут только 3 человека на весь отдел….",1,"Здравствуйте, Исмаил.

Отправьте, пожалуйста, письмо на smm@alfabank.ru В теме укажите ссылку на ваш отзыв, а в самом письме напишите ФИО и дату рождения, а также скриншот отзыва и дату обращения.",,Москва,1153767635
Galina Novichkova,2023-04-10 16:33:43,"Первый раз была в этом отделении банка. Обслуживание было быстро , квалифицировано . Карта было заранее заказана, поэтому оформление заняло несколько минут. Сотрудник банка рассказала, что необходимо сделать, условия пользования картой.
Обслуживанием довольна.",5,,,Москва,1153767635
николай п.,2023-05-31 08:38:51,"Благодарю Самиру за отличное,доброе и внимательное обслуживание и уважение к клиентам,обрпщаюсь к руководству банка-вынести дегежное вознаграждение этому сотруднику !",5,,,Москва,1153767635
Эльвира Ф.,2024-03-19 14:51:28,Это отличное отделение банка с профессиональным персоналом и высоким уровнем обслуживания. Я всегда получаю необходимую помощь и услуги без задержек.,5,,,Москва,1153767635
Инкогнито 5936,2023-11-30 13:10:19,"Ребята стараются, на обстановка в помещении как в какой-то забегаловке, темно, нечисто. У окна оператора приходится стоять, порой подолгу",4,"Здравствуйте!
Удивлены прочитанным. Всегда стремимся обеспечить комфортные условия обслуживания.",,Москва,1153767635
Олечка Михеева,2023-06-28 13:29:43,"Я всегда считаю, что в Альфа-Банке самый компетентный и вежливый персонал и лучшие условия для наших клиентов. Среди новых клиентов😍",5,,,Москва,1153767635
Михаил Федосеев,2024-01-31 12:14:46,"Электронная очередь просто супер, не первый раз ей пользуюсь, мне очень нравится",5,,,Москва,1153767635
Polina Kudryasheva,2022-08-17 10:16:43,"Альфа - мой любимый банк! Прекрасное обслуживание, знающие все продукты сотрудники, быстрая и четкая поддержка. Карты выпускают быстро и могут доставить их домой. Хороший кешбэк и бесплатные тарифы)",5,,,Москва,1153767635
