,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Ремонт,Расположение,График работы,Доступность,Кредит,Ипотека,load_time
103,sberbank/57490556382,СберБанк,"Новоясеневский просп., 1, корп. 2, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-17:00, 'sun': 10:00-17:00",55.619915,37.507205,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",76,65,85,,96,54,,,,2024-10-03 11:47:03
104,sberbank/1020792492,СберБанк,"ул. Удальцова, 32, стр. 2, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.681854,37.493236,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,74,59,,92,40,,,,2024-10-03 11:47:03
105,sberbank/1010197748,СберБанк,"Измайловский бул., 38, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-17:00, 'sun': выходной",55.796405,37.800757,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,76,70,,87,,,,,2024-10-03 11:47:03
106,sberbank/38482343558,СберБанк,"Медынская ул., 5А, корп. 1, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:30, 'sun': выходной",55.590597,37.647315,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,56,65,,95,58,,,,2024-10-03 11:47:03
107,sberbank/1069560670,СберБанк,"Ленинградский просп., 34, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-16:00, 'sun': выходной",55.785762,37.568838,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",74,59,81,,86,,,,,2024-10-03 11:47:03
108,sberbank/95915342913,СберБанк,"Балашиха, микрорайон Гагарина, 28",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-15:30, 'sun': выходной",55.823768,37.928946,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,70,41,,93,36,,,,2024-10-03 11:47:03
109,sberbank/1038153042,СберБанк,"ул. Скульптора Мухиной, 10, корп. 1, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-17:00, 'sun': выходной",55.640078,37.342381,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,77,66,,94,82,,,,2024-10-03 11:47:03
110,sberbank/167015643857,СберБанк,"Большая Черёмушкинская ул., 13, стр. 6, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-15:30, 'sun': выходной",55.686893,37.594917,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",83,66,66,,97,67,,,,2024-10-03 11:47:03
111,sberbank/227895727860,СберБанк,"Университетский просп., 25/17, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.715977,37.517321,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,51,80,,87,43,,,,2024-10-03 11:47:03
112,sberbank/130520017792,СберБанк,"Варшавское ш., 26, Москва",www.sberbank.com,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-15:00, 'sun': выходной",55.684503,37.621947,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,60,58,,100,,,,,2024-10-03 11:47:03
113,sberbank/1055521354,СберБанк,"Волгоградский просп., 119А, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-17:00, 'sun': выходной",55.706284,37.765372,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,58,50,,100,40,,,,2024-10-03 11:47:03
114,sberbank/1252510678,СберБанк,"просп. Ленинского Комсомола, 3, Видное",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-17:00, 'sun': выходной",55.547724,37.714097,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,60,59,,97,61,,,,2024-10-03 11:47:03
115,sberbank/1110424183,СберБанк,"Онежская ул., 12, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-17:00, 'sun': выходной",55.849434,37.521551,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,66,75,,100,75,,,,2024-10-03 11:47:03
116,sberbank/1043268965,СберБанк,"Щёлковское ш., 34, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-17:00, 'sun': выходной",55.809512,37.785523,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,71,52,,84,,,,,2024-10-03 11:47:03
117,sberbank/1118725368,СберБанк,"Петровско-Разумовский пр., 24, корп. 2, Москва",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной",55.801931,37.565084,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",79,59,46,,93,28,,,,2024-10-03 11:47:03
118,sberbank/1045546947,СберБанк,"просп. Космонавтов, 6А, Королёв",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': выходной",55.918933,37.867447,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,60,64,,94,41,,39,50,2024-10-03 11:47:03
119,sberbank/230760996254,СберБанк,"Хорошёвское ш., 27, Москва",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-16:00, 'sun': выходной",55.777105,37.523716,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sber_students_bot', 'https://vk.com/sberbank']",79,58,69,,87,,,,,2024-10-03 11:47:03
120,sberbank/1295053201,СберБанк,"Москва, Юго-Восточный административный округ, район Кузьминки, Волжский Бульвар квартал 113А, к1",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-16:00, 'sun': выходной",55.700035,37.752355,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,49,50,,89,,,,,2024-10-03 11:47:03
121,sberbank/169702077535,СберБанк,"Планерная ул., 12, корп. 1, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-17:00, 'sun': выходной",55.862146,37.436633,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://vk.com/sberbank', 'https://ok.ru/sber/', 'https://t.me/sberbank']",77,70,93,,94,90,,,,2024-10-03 11:47:03
122,sberbank/1088489127,СберБанк,"Марксистская ул., 9, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной",55.735031,37.667672,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",80,77,79,,100,75,,94,93,2024-10-03 11:47:03
123,sberbank/65275270244,СберБанк,"Берёзовая ул., 17, д. Сосенки",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.850914,37.617537,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,58,49,,77,19,,,,2024-10-03 11:47:03
124,sberbank/1261532735,СберБанк,"Загородное ш., 15, корп. 1, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.691679,37.603065,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,76,74,94,100,75,,,,2024-10-03 11:47:03
125,sberbank/1009126495,СберБанк,"Можайское ш., 4, корп. 1, Москва",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-14:00, 'sun': выходной",55.723146,37.443730,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,52,39,,93,45,,,,2024-10-03 11:47:03
126,sberbank/1127460744,СберБанк,"Голубинская ул., 24, корп. 1, Москва",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': выходной, 'sun': выходной",55.596015,37.537388,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,37,30,,92,25,,,,2024-10-03 11:47:03
127,sberbank/1623855727,СберБанк,"Строгинский бул., 22, Москва",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 09:30-17:00, 'sun': выходной",55.802963,37.402938,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,54,50,,90,,,,,2024-10-03 11:47:03
128,sberbank/1064888404,СберБанк,"Луговой пр., 12, корп. 1, Москва",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.646361,37.752454,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,71,49,,100,19,,,,2024-10-03 11:47:03
129,sberbank/106674492978,СберБанк,"Октябрьский просп., 9, Люберцы",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-14:00, 'sun': выходной",55.696220,37.861708,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",71,60,60,,91,67,,,,2024-10-03 11:47:03
130,sberbank/1048571428,СберБанк,"Новопеределкинская ул., 7А, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-15:30, 'sun': выходной",55.639881,37.366992,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,66,68,,91,69,,,,2024-10-03 11:47:03
131,sberbank/63354115245,СберБанк,"Митинская ул., 47, Москва",www.sberbank.com,"'mon': 09:30-20:00, 'tue': 10:00-19:30, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': выходной, 'sun': выходной",55.850985,37.352655,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,71,54,,100,,,,,2024-10-03 11:47:03
132,sberbank/1206339373,СберБанк,"ул. имени Зверева, 6А, Красногорск",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.822498,37.364068,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",80,64,53,,76,57,,,,2024-10-03 11:47:03
133,sberbank/1376364371,СберБанк,"Большая Тульская ул., 2, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-17:00, 'sun': выходной",55.709018,37.620770,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,51,62,,70,,,,,2024-10-03 11:47:03
134,sberbank/1262351001,СберБанк,"Бирюлёвская ул., 55, корп. 1, стр. 2, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-16:30, 'sun': выходной",55.583363,37.677014,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,63,71,,93,91,,,,2024-10-03 11:47:03
135,sberbank/1126079394,СберБанк,"Большая Грузинская ул., 37, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-17:00, 'sun': выходной",55.768815,37.579995,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",75,63,71,,,,,,,2024-10-03 11:47:03
136,sberbank/32435375728,СберБанк,"ул. Генерала Белобородова, 11, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-16:00, 'sun': выходной",55.836230,37.355612,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",88,73,86,,100,,,,,2024-10-03 11:47:03
137,sberbank/40158012604,СберБанк,"Спортивная ул., 1, Лыткарино",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-16:30, 'sun': выходной",55.581419,37.910809,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",66,66,,,,,,,,2024-10-03 11:47:03
138,sberbank/30547341753,СберБанк,"Щёлковское ш., 75, Москва",www.sberbank.com,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 11:30-19:00",55.810967,37.801081,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",56,41,62,,86,47,,23,,2024-10-03 11:47:03
139,sberbank/118116731844,СберБанк,"ул. Земляной Вал, 41, стр. 1, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-15:30, 'sun': выходной",55.753889,37.657314,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",87,76,65,,100,,,,,2024-10-03 11:47:03
140,sberbank/1289968668,СберБанк,"Новослободская ул., 16, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-16:30, 'sun': выходной",55.781837,37.599187,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",70,58,67,86,92,26,,43,,2024-10-03 11:47:03
141,sberbank/1088927681,СберБанк,"ул. Павла Корчагина, 11, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-16:30, 'sun': выходной",55.817158,37.659452,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,74,77,,96,81,,,,2024-10-03 11:47:03
142,sberbank/1287175300,СберБанк,"Кантемировская ул., 3, корп. 5, стр. 2, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.636077,37.680948,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,72,65,80,39,68,,71,74,2024-10-03 11:47:03
143,sberbank/1040950472,СберБанк,"Липецкая ул., 2А, Москва",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-15:30, 'sun': выходной",55.601137,37.669792,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,70,48,,84,30,,,,2024-10-03 11:47:03
144,sberbank/1065604418,СберБанк,"Сиреневый бул., 53, Москва",www.sberbank.com,"'mon': 08:30-20:00, 'tue': 08:30-20:00, 'wed': 08:30-20:00, 'thu': 08:30-20:00, 'fri': 08:30-20:00, 'sat': 09:30-18:00, 'sun': выходной",55.803631,37.814394,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,59,68,62,86,83,,,,2024-10-03 11:47:03
145,sberbank/1094331006,СберБанк,"Краснопрудная ул., 11, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-17:00, 'sun': выходной",55.779413,37.664950,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",84,70,25,,89,9,,,,2024-10-03 11:47:03
146,sberbank/87177512882,СберБанк,"Ферганский пр., 10Г, стр. 1, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-15:00, 'sun': выходной",55.696129,37.821427,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,60,41,,94,52,,,,2024-10-03 11:47:03
147,sberbank/1112158864,СберБанк,"ул. Амундсена, 15, корп. 2, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:30-17:00, 'sun': выходной",55.853582,37.654431,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,76,77,,80,69,,,,2024-10-03 11:47:03
148,sberbank/1084286048,СберБанк,"ул. Арбат, 33, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': выходной, 'sun': выходной",55.749532,37.592401,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'http://vk.com/sberbank', 'https://t.me/sberbank']",74,61,69,,90,69,,,,2024-10-03 11:47:03
149,sberbank/1201846716,СберБанк,"ул. 3-е Почтовое Отделение, 54А, микрорайон Городок Б, Люберцы",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.682659,37.870718,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",72,44,14,,80,0,,,,2024-10-03 11:47:03
150,sberbank/1153501877,СберБанк,"Москва, Юго-Восточный административный округ, район Капотня, 5-й квартал, 15, стр. 2",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.633486,37.798978,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,40,51,,89,,,,,2024-10-03 11:47:03
151,sberbank/1131493189,СберБанк,"Пронская ул., 2, Москва",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-15:00, 'sun': выходной",55.703287,37.845574,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,72,42,,92,,,,,2024-10-03 11:47:03
152,sberbank/1059022742,СберБанк,"Кастанаевская ул., 24, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': выходной, 'sun': выходной",55.738637,37.490227,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",75,65,14,,67,3,,,,2024-10-03 11:47:03
153,sberbank/1025324746,СберБанк,"Борисовский пр., 11, корп. 1, стр. 2, Москва",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-15:00, 'sun': выходной",55.626660,37.721884,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,52,5,,86,3,,,,2024-10-03 11:47:03
154,sberbank/1203628270,СберБанк,"Криворожская ул., 23, корп. 1, Москва",www.sberbank.com,"'mon': 10:00-18:30, 'tue': 10:00-18:30, 'wed': 10:00-18:30, 'thu': 10:00-18:30, 'fri': 10:00-18:30, 'sat': выходной, 'sun': выходной",55.668219,37.610565,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,56,32,100,69,30,,,,2024-10-03 11:47:03
155,sberbank/238115567563,СберБанк,"просп. Мира, 91, корп. 3, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-17:30, 'sun': выходной",55.806894,37.635592,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",80,66,76,,88,73,,,,2024-10-03 11:47:03
156,sberbank/1202457041,СберБанк,"Каширское ш., 55, корп. 4, Москва",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:30-14:30, 'sun': выходной",55.638892,37.694845,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,63,19,,85,10,,,,2024-10-03 11:47:03
157,sberbank/149578228690,СберБанк,"Центральная ул., 6, корп. 2, микрорайон Подрезково, Химки",www.sberbank.com,"'mon': выходной, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-16:30, 'sun': выходной",55.948997,37.330974,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,67,51,,,33,,,,2024-10-03 11:47:03
158,sberbank/1120097305,СберБанк,"ул. Яблочкова, 21А, Москва",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.819494,37.578271,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",86,78,78,,80,65,,,,2024-10-03 11:47:03
159,sberbank/224640232625,СберБанк,"Шмитовский пр., 16, стр. 1, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-15:00, 'sun': выходной",55.758443,37.549238,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",76,60,70,,72,,,,,2024-10-03 11:47:03
160,sberbank/1063933421,СберБанк,"Чертановская ул., 48, корп. 3, Москва",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 11:00-15:00, 'sun': выходной",55.606827,37.589536,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,75,51,,100,16,,,,2024-10-03 11:47:03
161,sberbank/1043995476,СберБанк,"ул. Гризодубовой, 4, корп. 1, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-14:30, 'sun': выходной",55.783196,37.528378,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,69,64,,93,91,,,,2024-10-03 11:47:03
