,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ремонт,Ипотека,Доступность,load_time
57,sberbank/117710918662,СберБанк,"Бухарестская ул., 23, корп. 1, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.874311,30.376154,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,63,74,87,69,,,,,2024-08-05 16:36:22
58,sberbank/123111799894,СберБанк,"Нарвский просп., 24, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:30, 'sun': 11:00-15:30, ",59.902000,30.273809,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,51,73,100,92,,,,,2024-08-05 16:36:22
59,sberbank/1109422897,СберБанк,"Лесной просп., 75, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:30-18:30, 'sun': выходной, ",59.988271,30.341236,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,69,77,96,,,,,,2024-08-05 16:36:22
60,sberbank/10483204357,СберБанк,"Полюстровский просп., 84, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-20:00, 'tue': 10:30-20:00, 'wed': 10:30-20:00, 'thu': 10:30-20:00, 'fri': 10:30-20:00, 'sat': 10:00-19:30, 'sun': 10:00-17:30, ",59.987605,30.353912,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,57,,,,,,,,2024-08-05 16:36:22
61,sberbank/1103900390,СберБанк,"Большой просп. Петроградской стороны, 18, Санкт-Петербург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.955399,30.294757,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber', 'https://vk.com/sberbank']",78,67,79,92,,,,,,2024-08-05 16:36:22
62,sberbank/1131662050,СберБанк,"аллея Поликарпова, 6, корп. 1, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",60.006750,30.291191,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,71,69,96,38,,,,,2024-08-05 16:36:22
63,sberbank/1138174520,СберБанк,"Петергофское ш., 45, Санкт-Петербург",www.sberbank.com,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': выходной, 'sun': выходной, ",59.847978,30.152842,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,56,59,86,17,,,,,2024-08-05 16:36:22
64,sberbank/1047216814,СберБанк,"просп. Ветеранов, 130, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-18:00, 'sun': выходной, ",59.832593,30.173754,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,51,74,100,,,82,,,2024-08-05 16:36:22
65,sberbank/1119467791,СберБанк,"Английский просп., 40, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.921286,30.287293,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,70,77,100,58,,,,,2024-08-05 16:36:22
66,sberbank/76288578650,СберБанк,"просп. Ветеранов, 43, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-17:30, 'sun': выходной, ",59.842174,30.241838,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,48,62,87,,,,,,2024-08-05 16:36:22
67,sberbank/1012229326,СберБанк,"Вознесенский просп., 37/6, Санкт-Петербург",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",59.923965,30.307810,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber', 'https://vk.com/sber']",75,52,57,,45,,,,,2024-08-05 16:36:22
68,sberbank/35735063908,СберБанк,"просп. Энгельса, 124, корп. 1, Санкт-Петербург",,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",60.039908,30.324124,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,47,,93,,47,,57,,2024-08-05 16:36:22
69,sberbank/1086991727,СберБанк,"просп. Энгельса, 55, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-18:00, 'sun': выходной, ",60.016699,30.322893,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,44,43,100,,,,,,2024-08-05 16:36:22
70,sberbank/1101905412,СберБанк,"Комендантский просп., 13, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:30-17:00, 'sun': 10:30-17:00, ",60.009049,30.259778,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,46,66,96,92,27,,,,2024-08-05 16:36:22
71,sberbank/1125094023,СберБанк,"просп. Энгельса, 21, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",60.002890,30.328831,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",65,64,69,100,,,,,,2024-08-05 16:36:22
72,sberbank/1305443920,СберБанк,"ул. Маршала Захарова, 23, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-18:30, 'sun': 11:00-16:30, ",59.852913,30.194686,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,61,67,94,72,,90,,,2024-08-05 16:36:22
73,sberbank/1184578702,СберБанк,"Суворовский просп., 56, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:30-16:30, 'sun': выходной, ",59.944549,30.386116,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",80,48,82,96,,,,,,2024-08-05 16:36:22
74,sberbank/60601310937,СберБанк,"Индустриальный просп., 10, корп. 1Б, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.939636,30.475382,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,68,47,100,13,,,,,2024-08-05 16:36:22
75,sberbank/1075806221,СберБанк,"ул. Савушкина, 128, корп. 1Б, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 11:00-16:00, 'sun': выходной, ",59.988658,30.200417,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,47,56,92,,,,,,2024-08-05 16:36:22
76,sberbank/1037354056,СберБанк,"ул. Олеко Дундича, 17, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-19:00, ",59.827519,30.399124,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",64,51,28,100,25,,49,,,2024-08-05 16:36:22
77,sberbank/1078735287,СберБанк,"просп. Большевиков, 27, Санкт-Петербург",www.sberbank.ru,"'mon': 05:00-00:00, 'tue': 05:00-00:00, 'wed': 05:00-00:00, 'thu': 05:00-00:00, 'fri': 05:00-00:00, 'sat': 05:00-00:00, 'sun': 05:00-00:00, ",59.900520,30.485874,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",66,36,68,100,18,,,,,2024-08-05 16:36:22
78,sberbank/169659558416,СберБанк,"Лиговский просп., 37, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:30-15:30, 'sun': выходной, ",59.932433,30.361269,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",68,53,46,97,,,,,,2024-08-05 16:36:22
79,sberbank/1211824619,СберБанк,"ул. Марата, 65/20, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.921633,30.345109,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,58,23,,7,,,,,2024-08-05 16:36:22
80,sberbank/1134094994,СберБанк,"Сенная площадь, 5, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-20:00, 'sun': 11:00-19:00, ",59.927680,30.318069,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",66,34,49,92,50,,,,,2024-08-05 16:36:22
81,sberbank/1016599665,СберБанк,"просп. Сизова, 30, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-15:30, 'sun': выходной, ",60.013560,30.275686,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",70,56,43,100,,,,,0,2024-08-05 16:36:22
82,sberbank/1017016480,СберБанк,"Петергофское ш., 17, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:30-16:30, 'sun': выходной, ",59.847711,30.187148,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,79,36,94,,,,,,2024-08-05 16:36:22
83,sberbank/1367561860,СберБанк,"просп. Ветеранов, 114, корп. 1, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.832548,30.198405,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,63,,,,,,,,2024-08-05 16:36:22
84,sberbank/1057425000,СберБанк,"Бассейная ул., 17, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-18:30, 'tue': 10:00-18:30, 'wed': 10:00-18:30, 'thu': 10:00-18:30, 'fri': 10:00-18:30, 'sat': 10:00-17:00, 'sun': выходной, ",59.864408,30.306669,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,61,50,95,7,,70,,,2024-08-05 16:36:22
85,sberbank/1082776551,СберБанк,"Думская ул., 1-3, Санкт-Петербург",,"'mon': 09:30-20:30, 'tue': 09:30-20:30, 'wed': 09:30-20:30, 'thu': 09:30-20:30, 'fri': 09:30-20:30, 'sat': 10:30-19:00, 'sun': 11:00-16:30, ",59.934200,30.328975,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",78,67,68,90,63,51,88,74,,2024-08-05 16:36:22
86,sberbank/1258980554,СберБанк,"ул. Белы Куна, 1, корп. 3, Санкт-Петербург",,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.869625,30.377870,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",70,56,41,76,,,,,,2024-08-05 16:36:22
87,sberbank/1108389444,СберБанк,"просп. Энгельса, 141/36, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:30-18:00, 'sun': 11:00-17:00, ",60.053305,30.336440,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",60,48,50,100,,,,,,2024-08-05 16:36:22
88,sberbank/71996418594,СберБанк,"Народная ул., 68, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.884384,30.479164,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,43,38,92,25,,,,,2024-08-05 16:36:22
89,sberbank/1053014705,СберБанк,"Замшина ул., 27, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.978476,30.405097,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",71,40,40,,13,,,,,2024-08-05 16:36:22
90,sberbank/1037619851,СберБанк,"просп. Просвещения, 33, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",60.050273,30.344597,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,68,60,100,46,,,,,2024-08-05 16:36:22
91,sberbank/1021806751,СберБанк,"ул. Типанова, 27/39, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-18:00, 'sun': 11:00-15:30, ",59.853812,30.349707,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,63,89,93,,,,,,2024-08-05 16:36:22
92,sberbank/1174947281,СберБанк,"Бассейная ул., 41, Санкт-Петербург",,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': 10:30-17:00, 'sun': 11:00-16:00, ",59.864706,30.321650,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",65,45,73,94,82,,,,,2024-08-05 16:36:22
93,sberbank/82810455718,СберБанк,"Суворовский просп., 35, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",59.938775,30.376235,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,63,,,,,,,,2024-08-05 16:36:22
94,sberbank/83989054587,СберБанк,"просп. Энтузиастов, 38, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.950218,30.483243,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,62,64,90,,,,,,2024-08-05 16:36:22
95,sberbank/1012565699,СберБанк,"просп. Науки, 30, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",60.008379,30.418115,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,59,27,90,,,90,,,2024-08-05 16:36:22
96,sberbank/1320555722,СберБанк,"просп. Ветеранов, 141, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-17:00, 'sun': 11:00-17:00, ",59.835826,30.145134,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,44,49,84,54,,,,,2024-08-05 16:36:22
97,sberbank/1241453738,СберБанк,"ул. Фёдора Абрамова, 4, посёлок Парголово",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:30-17:30, 'sun': выходной, ",60.070214,30.335797,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,60,61,91,63,,,,,2024-08-05 16:36:22
98,sberbank/1773591450,СберБанк,"просп. Просвещения, 87, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-18:00, 'sun': выходной, ",60.036083,30.415168,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",67,49,61,100,,,,,,2024-08-05 16:36:22
99,sberbank/1129699396,СберБанк,"Литейный просп., 35, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': выходной, 'sun': выходной, ",59.940776,30.347983,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,43,67,83,,,,,,2024-08-05 16:36:22
100,sberbank/1243069887,СберБанк,"Малый просп. Васильевского острова, 23, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': выходной, 'sun': выходной, ",59.946505,30.271895,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/s/sberbank', 'https://vk.com/sberbank']",72,54,74,80,,,,,,2024-08-05 16:36:22
101,sberbank/1130416816,СберБанк,"просп. Большевиков, 17, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-17:30, 'sun': 11:00-16:00, ",59.908611,30.479488,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/bankdruzey']",77,54,84,90,,,,,,2024-08-05 16:36:22
102,sberbank/1105663355,СберБанк,"Морская наб., 17В, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.943192,30.207621,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],77,55,39,87,21,,,,,2024-08-05 16:36:22
103,sberbank/1001706397,СберБанк,"Богатырский просп., 43, корп. 1, Санкт-Петербург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",60.004204,30.237014,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,66,56,88,,,,,,2024-08-05 16:36:22
104,sberbank/33555111316,СберБанк,"Невский просп., 114-116, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00, ",59.932112,30.359203,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",50,59,54,,,,,,,2024-08-05 16:36:22
105,sberbank/213530041447,СберБанк,"ул. Меркурьева, 5, посёлок Парголово",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': выходной, 'sun': выходной, ",60.073127,30.343159,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",66,36,,,,,,,,2024-08-05 16:36:22
106,sberbank/1342944880,СберБанк,"просп. Энгельса, 134, корп. 3, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:30-16:30, 'sun': выходной, ",60.049015,30.330843,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,66,75,86,18,,,,,2024-08-05 16:36:22
107,sberbank/1109503640,СберБанк,"просп. Ветеранов, 95, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-19:00, 'tue': 10:30-19:00, 'wed': 10:30-19:00, 'thu': 10:30-19:00, 'fri': 10:30-19:00, 'sat': 09:30-16:30, 'sun': выходной, ",59.833647,30.207549,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],78,68,56,90,,,,,,2024-08-05 16:36:22
108,sberbank/161970409606,СберБанк,"ул. Коллонтай, 10, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-18:00, 'sun': выходной, ",59.916830,30.452304,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,52,77,100,,,,,,2024-08-05 16:36:22
109,sberbank/81157186396,СберБанк,"Новосмоленская наб., 1В, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-20:00, 'sun': 10:00-19:00, ",59.949614,30.227743,"2,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",21,23,,,,,,,,2024-08-05 16:36:22
110,sberbank/50770863009,СберБанк,"ул. Маяковского, 1/96, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-19:00, 'sun': выходной, ",59.932874,30.354693,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,2024-08-05 16:36:22
111,sberbank/1112652568,СберБанк,"Среднеохтинский просп., 10, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.948487,30.414081,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,71,54,95,33,,,,,2024-08-05 16:36:22
112,sberbank/1382744556,СберБанк,"Туристская ул., 28, корп. 1, Санкт-Петербург",,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной, ",60.003232,30.209391,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",64,36,67,91,42,,,,,2024-08-05 16:36:22
113,sberbank/124264199403,СберБанк,"ул. Бутлерова, 40, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",60.010115,30.404325,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,65,83,71,,,,,,2024-08-05 16:36:22
